B,21548,13059,138837,1199823,1182,1715,3492,3504,185,2454
B,16468,27854,87831,941232,2136,2788,3524,5074,1090,772
B,27054,13202,98945,1027821,1309,1744,1609,1982,837,797
M,19423,16189,111683,658626,1642,1143,3444,4693,297,1750
M,17941,20360,101214,214620,1785,1509,3921,6146,1126,784
B,21149,15132,135331,1004261,1436,2089,3527,3734,233,2337
M,19759,28183,56983,1256822,2348,2022,1453,1829,514,694
M,19657,13530,127738,1064454,1305,1361,4365,6435,979,1329
B,17897,26643,63068,767929,1988,2771,2096,3041,330,960
B,11462,25764,138098,549309,1866,2725,5902,7546,823,2196
B,18298,11596,154492,1370281,933,1291,5229,6866,760,2164
M,20815,17149,101879,569753,1699,2066,2619,3174,106,1771
B,19579,16820,137197,515688,1712,1008,3980,4327,520,2201
M,24997,12250,138523,1226616,1101,839,2946,2721,650,1916
M,23524,17851,128226,518236,1727,1428,2827,2403,710,1795
M,21752,19048,123470,379796,1770,2193,3038,2906,569,1869
M,21355,15922,107317,924964,1517,2859,2909,3885,370,1549
M,17772,30296,56723,1654442,2834,901,2037,2973,764,496
B,10028,27394,142285,652481,1953,2151,6196,7740,651,2516
B,17105,29634,97618,1470367,2622,1334,3071,2981,691,1546
B,19392,18238,137780,511577,1735,1575,4484,5704,1121,1572
M,8886,30128,97688,1313658,2547,1782,5232,7638,470,1737
M,16342,27169,106179,972406,2116,1595,3367,3275,331,2043
B,20526,16118,149809,782444,1588,1652,4097,4105,507,2456
B,21898,14425,144432,891792,1460,1942,4165,5048,1159,1584
B,17684,28663,77460,1174566,2332,823,2921,4199,1153,508
B,15871,28098,81096,1027350,2201,3227,3248,4661,656,1060
M,10219,30977,91984,1576386,2845,1806,4832,7049,713,1392
M,15130,12748,173926,1107218,1225,2072,6420,8242,704,2719
M,24346,12459,88939,1489600,922,2256,1950,3260,425,929
B,17401,19620,106431,143500,1801,2098,3923,5751,683,1346
B,9138,28696,140552,1193425,2347,2131,6252,7659,662,2550
M,25825,13556,132351,1064328,1306,3073,2529,2063,635,1809
B,20335,17018,133105,654819,1667,2474,3516,3447,268,2364
M,22371,15418,106251,512303,1691,1903,2566,3103,398,1529
M,18236,19045,110396,399566,1767,1992,3955,5754,901,1200
M,12087,21882,119695,275109,1774,1789,5470,8044,621,1811
M,11218,26300,103817,776647,1979,2152,4985,7248,494,1725
B,17501,23217,103782,186840,1750,2090,3963,5833,1133,916
B,22373,24238,89193,670185,1871,1968,1728,1140,625,1232
B,24207,16085,97193,617893,1657,2686,2071,2631,729,981
M,19059,30066,48685,1662665,2814,1395,1634,2676,880,159
M,18156,22552,115893,282391,1771,2098,3418,3469,367,2064
M,10096,28984,100294,980447,2222,2531,5212,7776,663,1531
M,12753,16812,175854,610576,1677,1179,6817,8487,636,2974
B,20284,13181,158656,1179240,1205,1878,4898,5932,1029,2019
M,26510,16802,101367,602544,1680,1763,1428,918,622,1211
M,19224,18265,115201,390480,1765,567,3933,5615,1024,1154
B,23387,19619,80234,318875,1780,1930,1590,2018,559,874
M,15926,29311,93225,1361075,2512,2313,3149,3343,408,1710
M,20916,19387,93542,348797,1776,1184,2451,3113,371,1374
B,17166,22172,89003,209749,1766,1568,3288,4895,477,1244
M,14954,27139,112612,933744,2094,1738,3970,4324,402,2102
M,16323,27265,122442,952152,2111,1134,4280,4786,1070,1635
M,14770,29526,106662,1268576,2463,2656,4392,5731,1304,1085
B,10326,26914,129742,757297,1993,1226,5847,7659,668,2201
B,12800,24908,128831,653260,1885,2008,5288,6709,737,2058
B,16438,24507,99456,513231,1832,1339,3497,4415,419,1654
M,13719,19867,157094,472219,1764,3061,6089,7705,778,2464
M,19856,17153,107471,390477,1759,945,3627,5487,971,985
M,20289,13094,137949,1306303,1111,1267,4550,6463,1073,1436
B,16133,28600,79718,994313,2210,1766,3452,5326,1158,525
M,24856,11423,146081,1515967,797,2193,3127,2737,558,2170
M,22650,12081,122471,1212701,1098,1507,3595,5275,1095,1037
M,16080,24842,129390,457525,1819,1499,4667,5596,1033,1731
M,19824,16674,109613,449767,1734,1685,3697,5555,963,1033
M,14074,27139,124254,773303,2010,1759,4886,6009,936,1792
M,14353,26049,141046,645262,1913,2081,5337,6218,1130,1976
M,10368,26368,105197,722712,1957,2004,5301,7868,594,1662
M,12830,27255,96794,817099,2038,2246,4335,6076,548,1554
B,17283,25720,91616,597962,1885,958,3453,4868,1073,835
B,25240,17275,84863,393467,1759,2205,1549,2145,827,605
M,23367,15873,133803,601274,1659,2614,3143,2995,798,1786
B,15519,29717,72806,1479698,2637,869,3187,4756,964,645
B,17732,17842,155341,436512,1750,2371,5259,6334,1090,2047
B,16923,26923,93125,828952,2030,2667,3425,4527,951,1041
M,25377,13053,136354,1127032,1231,2524,2784,2401,728,1819
M,23232,11660,109532,1637728,723,1432,2677,3762,308,1513
B,17064,24628,99073,428198,1807,2264,3761,5315,1041,987
B,12365,23035,146495,400914,1790,1856,5855,7176,646,2505
B,16014,28302,85181,969770,2177,1208,3646,5480,1217,593
M,16318,24441,116793,528401,1835,1591,4307,5486,1003,1460
B,24620,16082,100370,749287,1600,1588,1988,2299,625,1147
M,15924,26139,103088,760248,1966,2160,3520,3915,398,1865
B,14649,28972,85662,1317008,2452,387,3314,4088,386,1553
B,17238,30608,88976,1507647,2748,2199,2876,2998,792,1256
B,19507,17071,131843,563577,1699,522,3809,4248,353,2224
B,20786,14959,137151,788940,1539,1615,3681,3900,341,2301
M,23285,16530,83528,518281,1706,2336,1773,2530,399,1011
B,25037,18467,78939,371967,1770,1504,1338,1802,768,579
B,16517,27655,67593,826959,2060,3345,2527,3690,268,1133
B,26538,16683,93353,543746,1699,2729,1382,1375,784,835
M,12754,26531,93731,705924,1955,3073,4505,6875,716,1248
B,23573,14799,99698,840534,1505,1648,2476,3631,814,885
B,19937,9710,147716,2078768,72,1956,4906,6977,853,1788
B,15785,27267,71842,928515,2098,444,2839,4120,325,1186
B,23258,12929,137401,1342203,1072,2638,3262,3376,447,2097
B,21641,12932,138483,1249592,1137,2113,3608,3887,383,2232
B,17861,26282,89977,774784,1978,2151,3369,4865,1209,645
M,25812,16236,126467,678902,1635,1296,2377,1815,851,1542
M,15898,22400,128952,467322,1794,1637,4328,4765,335,2392
B,17953,12972,143917,1380883,1049,1563,5074,7071,755,1924
B,20049,12893,160743,1132640,1216,2136,4935,5845,931,2175
B,12233,22711,163558,445787,1794,1560,6462,7723,903,2633
B,26898,13901,99524,944590,1402,2331,1619,1911,809,854
B,15927,27053,98426,718751,1978,2042,3905,5370,1043,1055
M,19369,16536,118028,643219,1658,1864,3561,4514,320,1907
M,11869,24277,110456,585774,1849,968,5127,7432,608,1711
M,21393,13856,116188,980736,1377,2610,3097,3906,271,1824
B,17415,22883,83133,366730,1783,2640,2928,4197,394,1249
M,21645,16008,109784,729649,1606,2285,2848,3555,370,1628
B,21761,24734,105384,537744,1843,2873,2360,1671,825,1425
M,16362,23984,119512,359122,1785,2143,4040,4605,490,2039
M,23026,16347,119152,714343,1624,1401,2868,3157,727,1509
B,22546,12278,140150,1346935,1012,1388,3456,3592,373,2245
B,18537,29312,105676,1307795,2474,404,2927,2286,797,1629
M,22780,14206,116313,1010581,1379,1755,3200,4396,1016,1068
B,18677,17155,152992,622756,1681,1540,4500,4571,388,2705
M,23107,24034,55934,485068,1817,1558,926,1374,701,317
B,15991,12027,153554,1494576,875,1762,5814,8223,645,2230
M,21951,14031,118550,1059722,1339,1651,3106,3895,402,1733
B,21459,17412,140187,668073,1673,1449,3982,4578,1046,1675
B,19341,16289,159756,847249,1568,2455,4904,5505,863,2309
M,24827,24258,60801,551458,1839,2130,665,706,750,345
M,11770,25124,110870,709225,1911,1867,5240,7601,840,1525
B,10596,26240,141096,793328,1985,2083,6154,7850,801,2310
B,11679,25351,145150,470589,1829,2831,5998,7409,787,2388
M,25120,13707,137432,1122391,1279,2746,2758,2180,587,2004
M,20657,15098,111763,907238,1484,2444,3201,4270,382,1644
M,18147,12918,172600,1217999,1158,1863,5674,6779,863,2525
M,19885,18217,109451,349158,1774,2185,3729,5585,1136,886
B,15653,24729,100299,667117,1884,1350,4123,5979,985,1080
M,16921,24311,107158,534793,1835,2124,3500,3931,434,1847
B,26086,14607,101643,899425,1464,2046,1764,1964,705,1042
M,15542,28131,117774,958688,2161,1042,4288,4941,967,1649
B,20667,29962,82603,1344104,2557,1487,1882,1335,824,1038
B,22913,14871,133252,808199,1526,2864,3004,2590,394,2179
B,14791,26593,106401,739957,1973,1663,4534,6465,1161,1087
M,19421,27942,57179,1144805,2262,2235,1783,2754,766,402
B,21237,27363,82599,918856,2098,1227,1705,1130,571,1216
M,21874,27499,43790,994161,2147,1081,827,1479,712,115
B,15778,15331,140360,833142,1532,1984,5395,7664,654,2014
B,16977,17853,119503,454259,1745,2024,4498,6545,765,1507
M,15199,26687,128923,792511,2002,1664,4849,5776,1200,1637
B,21063,13736,156950,1077481,1309,3091,4726,5678,1178,1837
B,16201,12845,150496,1239423,1138,1429,5639,7892,673,2166
M,16118,25931,113802,701158,1933,2342,3823,4151,480,1999
B,20011,16850,135882,475982,1727,1958,4195,5120,1021,1637
M,20749,11909,136573,1622840,762,1522,4552,6780,1141,1270
B,26815,14801,99399,944104,1450,1627,1569,1729,750,930
M,10297,29526,99299,1198693,2412,1869,5136,7588,755,1446
B,20311,16899,146965,734653,1635,1500,4083,4209,504,2395
B,20723,26535,90812,742614,1972,1682,2265,2119,843,1098
B,16005,15524,137280,683213,1612,3329,5289,7522,799,1832
B,17193,21480,112007,420683,1781,2301,4263,6163,1065,1137
M,22166,16295,136845,615648,1663,1707,3400,3253,640,2040
B,25683,13303,104673,1215358,1189,2162,2100,2741,803,960
M,14169,29028,118604,1241289,2404,2134,4214,4295,446,2273
M,14463,29785,97757,1362033,2555,1235,3574,3909,365,1886
B,16396,28989,61101,1228611,2393,1473,2895,5021,1106,159
M,21844,17412,137377,530935,1716,1576,3442,3129,731,2024
B,17970,15532,156367,815582,1549,2696,5284,6569,960,2119
M,15135,28620,112517,993021,2210,1515,3648,3359,123,2436
B,19134,17120,158231,631349,1677,1427,5051,5917,1120,2034
B,19422,26487,100507,912426,2050,1863,2723,2489,706,1481
B,15725,27621,71824,826862,2058,3321,2913,4293,442,1076
B,19424,25877,108218,689274,1927,2389,2954,2633,776,1584
B,12771,30698,73634,1737885,2949,2240,3432,4795,314,1386
B,16789,16238,160972,686795,1632,1662,5672,7098,950,2255
B,19536,18635,147376,324818,1780,2382,4663,5482,1246,1715
B,16044,28925,69393,1143751,2330,2065,2548,3380,243,1275
B,11535,24428,151135,488762,1824,1696,6229,7707,775,2505
B,20868,19017,148912,360610,1773,2852,4215,4329,1112,1907
B,21059,15653,141168,876451,1526,2308,4107,4898,915,1787
M,23857,11769,120731,1542256,811,937,2686,3083,279,1836
M,9739,27925,117130,859671,2091,2981,5764,8140,761,1820
B,23998,26233,76881,554599,1877,2863,1024,259,681,897
B,14981,26475,87002,860918,2026,2935,4014,6316,1148,656
M,11660,24995,112722,565535,1857,2153,5321,7755,770,1610
M,22206,24918,66588,787931,1930,389,1392,1717,775,530
M,14068,28739,119067,1009046,2227,1156,4925,6405,1235,1387
B,17079,29576,97538,1256451,2458,2800,3076,3076,598,1605
M,25165,16498,126341,657869,1651,2779,2494,1988,824,1588
B,20573,15916,157216,652668,1637,1134,4681,5235,1154,1963
B,13633,26914,100800,841768,2036,1842,4548,6617,969,1179
B,14224,28057,86736,963635,2160,1597,4163,6517,1188,653
M,21713,16307,109966,692087,1632,2110,3292,4758,1087,903
B,20979,14152,132961,817060,1491,2135,3666,4255,441,2062
B,16418,15913,134699,735410,1600,1775,5126,7345,772,1785
M,14886,29655,111144,1390504,2564,3030,3841,3844,475,2084
M,14462,25481,129180,633294,1893,1327,4494,4698,298,2551
M,17988,11938,176248,1420289,925,1007,5683,6592,621,2835
B,22572,22483,118824,397323,1786,1767,2572,1769,708,1746
B,15945,15855,132687,644881,1639,1640,5181,7526,760,1761
M,13781,28309,110646,879661,2121,1981,4166,4719,372,2120
M,21558,27350,55234,844833,2057,1878,1258,1924,768,299
B,20043,16312,143164,621965,1661,2827,4382,5212,1010,1798
B,18483,15392,128379,763516,1569,2426,4339,5935,657,1758
M,13383,27119,133452,857529,2053,2448,5251,6209,988,1992
B,26607,17410,72839,558569,1708,1476,897,1349,840,319
B,18020,27673,109733,1071925,2201,2098,3240,2950,734,1721
B,18303,16493,155203,571016,1685,2277,5120,6103,1061,2052
B,21359,14301,163225,909057,1444,1789,4652,5046,1047,2147
M,11658,26260,115370,655690,1923,2575,5303,7426,774,1713
M,15567,19088,160145,371478,1772,610,5719,6840,823,2469
M,14837,25619,120836,848883,1982,730,4665,5841,932,1679
M,20224,22258,78113,254379,1770,2220,2326,3452,682,787
M,22923,16230,126718,652957,1646,1874,3061,3183,708,1703
M,25314,12082,98865,1571153,821,395,1817,2409,274,1314
M,20682,13846,123966,1161947,1264,2578,3580,4640,402,1856
M,12442,28540,97295,992987,2205,1290,4506,6408,679,1450
B,28110,12093,104508,1419148,940,2461,1591,1872,903,804
B,23936,16747,96436,623550,1671,2176,2105,2731,696,997
M,18078,13427,174662,1360222,1104,1220,5608,6436,681,2766
B,15777,29481,75005,1427433,2576,1330,3235,4814,1034,613
B,26727,12807,108185,1377956,1036,2466,1922,2295,726,1078
M,20669,25418,67339,590645,1875,2056,1987,3094,963,335
B,20024,14919,152871,946059,1455,1848,4652,5493,865,2096
M,9417,28205,109992,964371,2168,1198,5667,8271,747,1674
M,14193,29272,99649,1207853,2400,1047,3695,4125,312,1963
B,24874,15579,103958,890354,1516,2844,2074,2488,562,1231
M,14836,27011,117617,769889,2003,2413,4611,5819,1060,1508
B,21902,14511,135902,769442,1533,1479,3326,3216,276,2327
B,18759,25250,85032,689839,1908,1705,2843,3937,901,827
M,16355,17756,163113,540738,1719,2095,5579,6485,722,2601
B,14944,33022,63245,1987753,3490,1558,2529,3258,314,1185
M,18179,13237,152105,1134127,1239,1893,5015,6325,572,2340
B,10312,26590,140239,669768,1939,869,6091,7683,620,2477
B,12248,33810,68263,2496574,4163,2977,3281,4418,318,1354
B,12868,26840,132577,857554,2041,1718,5072,5642,586,2404
B,26540,13101,99898,1160569,1212,1933,1783,2387,769,857
B,17271,15787,163925,756634,1586,1477,5801,7402,1172,2069
B,26128,18144,77781,405197,1760,1830,1025,1254,716,581
M,17798,29504,62481,1443929,2590,2701,2170,3040,686,677
B,19863,14772,149397,815141,1518,1470,4221,4374,420,2529
M,16983,27376,115202,891960,2084,1612,3529,3293,463,2094
B,18129,10198,150722,1892468,320,2158,5489,8036,941,1788
B,16726,17303,150081,371952,1766,2632,5352,6805,953,2048
B,12561,27985,139369,894362,2114,1678,5429,6127,768,2376
M,22696,14160,132546,758545,1526,1172,3250,3312,663,1872
B,15683,26163,83033,719714,1949,394,3635,5652,998,717
M,10466,27831,120257,661622,1970,2965,5704,7995,740,1869
M,15971,24804,114392,680567,1891,2115,4383,5742,1122,1306
M,20699,14183,135446,883052,1453,1364,4171,5466,969,1564
B,21624,23093,106809,321105,1776,3279,2528,2161,807,1415
M,22504,15384,101267,718681,1590,1191,2872,4411,952,792
B,24141,25504,78419,393846,1801,870,1292,1018,980,583
B,27117,12780,96209,1086394,1242,1822,1454,1759,710,859
B,20087,26939,93678,713810,1972,2071,2471,2408,774,1229
B,9700,28756,136636,1378522,2474,1768,6029,7374,715,2413
B,19753,15175,149489,695150,1595,1915,4636,5538,950,1968
M,17519,13358,168797,1099884,1270,2099,5656,6843,744,2571
B,18302,25958,69655,720208,1942,2379,2088,2723,175,1242
M,12490,26189,90842,743977,1961,2718,4467,6927,635,1259
B,17508,13771,120998,1017183,1349,2267,4534,6908,669,1523
B,20070,17248,139111,437292,1744,808,4312,5248,1101,1626
M,21913,16082,100822,763151,1594,763,3063,4841,1047,696
B,17935,18708,137758,563601,1732,2365,4198,4506,280,2508
B,11125,30504,95335,1575955,2794,1413,5058,7699,1205,924
M,22503,24048,57601,551665,1835,860,1191,1945,734,300
M,10347,28097,111473,1029915,2203,2482,5425,7647,729,1734
B,20515,22606,105589,376076,1784,2903,2823,2930,763,1404
B,22529,12197,155391,1431902,940,2491,4311,4983,1090,1847
M,16859,24070,118399,400525,1796,1238,4225,5257,1033,1462
M,20691,16245,122077,658082,1644,2045,3818,5274,1007,1254
B,18287,30755,77315,1663177,2894,1170,2150,1945,520,1260
M,23431,14416,117112,1047891,1370,1953,3124,4336,1036,1026
B,14003,23938,98165,561367,1835,824,4590,7184,1021,970
B,11136,26642,131942,812910,2010,1759,5778,7491,786,2118
B,23010,25337,86772,528265,1850,1771,1521,900,582,1192
B,21127,26715,87171,721215,1968,1958,1994,1692,707,1147
B,21535,29298,85183,1133877,2349,2213,1819,1247,871,1002
M,16149,25630,119177,608300,1887,1717,4389,5453,1060,1489
B,25587,11857,101066,1419233,918,2479,1934,2567,564,1095
B,12338,25512,142797,543416,1859,1379,5686,6769,717,2424
B,16627,27332,78586,735664,1997,612,2816,3733,429,1246
M,18984,23013,125410,496059,1806,1911,3988,4602,1191,1419
M,17707,25116,103581,562129,1859,1914,3130,3213,403,1825
M,23624,12888,121305,1387306,1037,1365,2734,3039,354,1816
B,12411,21445,155993,372243,1779,1156,6303,7975,806,2485
B,14679,21826,140056,449724,1786,1985,5382,6865,895,2020
B,19236,19972,147416,395743,1772,2031,4499,4966,885,2092
B,13428,28312,75430,966218,2175,2088,3611,5536,494,1131
